Saison balnéaire;Région;Département;Code unique d'identification du site de baignade;Type d'événement;Date de début;Date de fin;Mesures de gestion
2024;Auvergne-Rhône-Alpes;073;FRK2773001D073105;Saison balnéaire;08/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773008D073025;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773008D073026;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773008D073035;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773040D073235;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773051D073050;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773051D073055;Saison balnéaire;15/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773055D073245;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773059D073020;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773064D073205;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773085D073010;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773091D073005;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773129D073179;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773130D073275;Saison balnéaire;22/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773131D073261;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773145D073110;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773145D073116;Interdiction sanitaire;11/07/2024;15/07/2024;Sf = 704 / Ec = 408 Arrêté d'interdiction pris par la commune le vendredi 12/07. Recherche CCLA origine pollution > non identifiée Levée interdiction le lundi 15/07 suite résultats recontrôle conforme en date du 12/07.
2024;Auvergne-Rhône-Alpes;073;FRK2773145D073116;Saison balnéaire;08/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773145D073117;Saison balnéaire;08/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773145D073120;Saison balnéaire;08/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773145D073125;Saison balnéaire;08/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773146D073165;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773150D073235;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773151D073237;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773180D073065;Saison balnéaire;15/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773184D073085;Saison balnéaire;08/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773184D073090;Saison balnéaire;08/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773191D073145;Saison balnéaire;08/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773191D073150;Saison balnéaire;08/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773219D073130;Saison balnéaire;08/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773219D073135;Saison balnéaire;08/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773219D073135;Interdiction non sanitaire;29/05/2024;31/12/2024;cessation d'activités du camping Bellevue , retraite du gérant du camping, à ce jour l'ARS ne sait pas si une ouverture est prévue en 2025 avec un nouveau gérant. Pas de CS en 2024
2024;Auvergne-Rhône-Alpes;073;FRK2773219D073140;Saison balnéaire;01/07/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773219D073140;Interdiction non sanitaire;19/06/2024;31/12/2024;bâtiment en cours de vente + travaux, pas de CS en 2024 (idem 2023)
2024;Auvergne-Rhône-Alpes;073;FRK2773220D073226;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773241D073230;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773245D073080;Saison balnéaire;15/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773270D073180;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773278D073225;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773286D073066;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773300D073040;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773320D073230;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773327D073070;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;073;FRK2773328D073046;Saison balnéaire;15/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874010D074212;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874010D074220;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874010D074320;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874013D074045;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874013D074050;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874013D074060;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874042D074610;Saison balnéaire;29/06/2024;01/09/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874063D074640;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874070D074010;Interdiction sanitaire;14/08/2024;19/08/2024;Interdiction de baignade par arrêté municipal, liée à la présence d'entérocoques à 1400NPP/100mL et d'Escherichia coli à 3900NPP/100mL.  Recontrôle du 16 août conforme, arrêté municipal levant l'interdiction de baignade.
2024;Auvergne-Rhône-Alpes;074;FRK2874070D074010;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874070D074011;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874104D074280;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874108D074290;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874119D074090;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874121D074030;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874121D074035;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874134D074600;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874134D074600;Interdiction non sanitaire;10/08/2024;31/08/2024;Fermeture de la plage surveillée pour des raisons de sécurité des baigneurs (transparence inférieur à 1m) par arrêté municipal. accès possible de la plage équipé de jeux gonflables. fermeture partielle.
2024;Auvergne-Rhône-Alpes;074;FRK2874154D074110;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874154D074120;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874163D074041;Interdiction sanitaire;09/08/2024;14/08/2024;Interdiction de baignade par arrêté municipal, lie à la présence d'entérocoques à 800NPP/100mL.  Recontrôle du 12 août conforme, arrêté municipal levant l'interdiction de baignade.
2024;Auvergne-Rhône-Alpes;074;FRK2874163D074041;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874172D074125;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874172D074130;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874175D074092;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874175D074095;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874176D074250;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874180D074012;Interdiction sanitaire;02/08/2024;04/08/2024;Signalement de la PREB d'une casse d'un réseau d'eaux usées alimentant un cours d'eau à proximité de la plage. Fermeture préventive de la municipalité en attendant les résultats d'un contrôle sanitaire.
2024;Auvergne-Rhône-Alpes;074;FRK2874180D074012;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874180D074015;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874190D074580;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874200D074140;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874208D074540;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874208D074550;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874218D074085;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874225D074560;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874237D074100;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874242D074300;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874249D074510;Saison balnéaire;01/06/2024;01/09/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874256D074570;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874258D074650;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874263D074040;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874267D074310;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874267D074315;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874275D074260;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874275D074265;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874275D074270;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874278D074530;Saison balnéaire;29/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874281D074070;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874281D074080;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874281D074090;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874299D074230;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874299D074240;Saison balnéaire;03/06/2024;31/08/2024;
2024;Auvergne-Rhône-Alpes;074;FRK2874315D074025;Interdiction sanitaire;10/08/2024;14/08/2024;Interdiction de baignade par arrêté municipal, lie à la présence d'entérocoques à 790NPP/100mL.  Recontrôle du 12 août conforme, arrêté municipal levant l'interdiction de baignade.
2024;Auvergne-Rhône-Alpes;074;FRK2874315D074025;Saison balnéaire;03/06/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;004;FRL0104033D004380;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;004;FRL0104039D004100;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;004;FRL0104076D004031;Saison balnéaire;15/06/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;004;FRL0104081D004320;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;004;FRL0104081D004330;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;004;FRL0104081D004340;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;004;FRL0104096D004540;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;004;FRL0104102D004002;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;004;FRL0104102D004440;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;004;FRL0104112D004620;Saison balnéaire;21/06/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;004;FRL0104135D004111;Saison balnéaire;15/06/2024;15/09/2024;
2024;Provence-Alpes-Côte d'Azur;004;FRL0104135D004210;Saison balnéaire;15/06/2024;15/09/2024;
2024;Provence-Alpes-Côte d'Azur;004;FRL0104143D004580;Saison balnéaire;01/06/2024;30/08/2024;
2024;Provence-Alpes-Côte d'Azur;004;FRL0104154D004003;Saison balnéaire;08/07/2024;15/08/2024;
2024;Provence-Alpes-Côte d'Azur;004;FRL0104173D004070;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;004;FRL0104176D004260;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;004;FRL0104176D004265;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;004;FRL0104176D004270;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;004;FRL0104183D004090;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205040D005500;Saison balnéaire;22/06/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205040D005520;Saison balnéaire;06/07/2024;01/09/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205040D005580;Saison balnéaire;06/07/2024;01/09/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205045D005550;Saison balnéaire;06/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205045D005560;Saison balnéaire;06/07/2024;01/09/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205046D005860;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205046D005880;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205052D005025;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205052D005155;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205053D005120;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205106D005600;Saison balnéaire;20/05/2024;22/09/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205106D005610;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205118D005010;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205121D005050;Saison balnéaire;15/06/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205121D005060;Saison balnéaire;15/06/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205122D005070;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205127D005700;Saison balnéaire;06/07/2024;01/09/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205130D005100;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205147D005110;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205161D005090;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205163D005830;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205164D005002;Saison balnéaire;06/07/2024;01/09/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205164D005750;Saison balnéaire;06/07/2024;01/09/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205164D005770;Saison balnéaire;08/07/2024;03/09/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205164D005780;Saison balnéaire;08/07/2024;03/09/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205164D005790;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205164D005810;Saison balnéaire;08/07/2024;03/09/2024;
2024;Provence-Alpes-Côte d'Azur;005;FRL0205179D005100;Saison balnéaire;01/07/2024;31/08/2024;
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006185;Saison balnéaire;01/06/2024;30/09/2024;
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006190;Saison balnéaire;01/06/2024;30/09/2024;
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006195;Saison balnéaire;01/06/2024;30/09/2024;
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006205;Interdiction sanitaire;05/09/2024;07/09/2024;La commune a interdit la baignade en raison du délestage du réseau d'assainissement, suite à l'épisode pluvieux du 4 et 5 septembre.
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006205;Interdiction sanitaire;23/09/2024;26/09/2024;Suite à de fortes intempéries ayant entrainé des rejets d'eaux usées, la commune a interdit la baignade du 23 au 26/09.
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006205;Saison balnéaire;01/06/2024;30/09/2024;
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006210;Interdiction sanitaire;05/09/2024;07/09/2024;La commune a interdit la baignade en raison du délestage du réseau d'assainissement, suite à l'épisode pluvieux du 4 et 5 septembre.
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006210;Interdiction sanitaire;23/09/2024;26/09/2024;Suite à de fortes intempéries ayant entrainé des rejets d'eaux usées, la commune a interdit la baignade du 23 au 26/09.
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006210;Saison balnéaire;01/06/2024;30/09/2024;
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006215;Interdiction sanitaire;23/09/2024;26/09/2024;Suite à de fortes intempéries ayant entrainé des rejets d'eaux usées, la commune a interdit la baignade du 23 au 26/09.
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006215;Saison balnéaire;01/06/2024;30/09/2024;
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006220;Interdiction sanitaire;05/09/2024;09/09/2024;La commune a interdit la baignade en raison du délestage du réseau d'assainissement, suite à l'épisode pluvieux du 4 et 5 septembre.
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006220;Interdiction sanitaire;23/09/2024;26/09/2024;Suite à de fortes intempéries ayant entrainé des rejets d'eaux usées, la commune a interdit la baignade du 23 au 26/09.
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006220;Saison balnéaire;01/06/2024;30/09/2024;
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006225;Interdiction sanitaire;23/09/2024;26/09/2024;Suite à de fortes intempéries ayant entrainé des rejets d'eaux usées, la commune a interdit la baignade du 23 au 26/09.
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006225;Saison balnéaire;01/06/2024;30/09/2024;
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006230;Saison balnéaire;01/06/2024;30/09/2024;
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006235;Saison balnéaire;01/06/2024;30/09/2024;
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006240;Interdiction sanitaire;15/08/2024;17/08/2024;Suite au risque de dégradation de la qualité de l'eau (alerte orange orages), la commune a interdit préventivement la baignade.
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006240;Interdiction sanitaire;05/09/2024;09/09/2024;La commune a interdit la baignade en raison du délestage du réseau d'assainissement, suite à l'épisode pluvieux du 4 et 5 septembre.
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006240;Interdiction sanitaire;23/09/2024;26/09/2024;Suite à de fortes intempéries ayant entrainé des rejets d'eaux usées, la commune a interdit la baignade du 23 au 26/09.
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006240;Saison balnéaire;01/06/2024;30/09/2024;
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006245;Interdiction sanitaire;05/09/2024;07/09/2024;La commune a interdit la baignade en raison du délestage du réseau d'assainissement, suite à l'épisode pluvieux du 4 et 5 septembre.
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006245;Interdiction sanitaire;23/09/2024;25/09/2024;Suite à de fortes intempéries ayant entrainé des rejets d'eaux usées, la commune a interdit la baignade du 23 au 25/09.
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006245;Saison balnéaire;01/06/2024;30/09/2024;
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006250;Interdiction sanitaire;05/09/2024;07/09/2024;La commune a interdit la baignade en raison du délestage du réseau d'assainissement, suite à l'épisode pluvieux du 4 et 5 septembre.
2024;Provence-Alpes-Côte d'Azur;006;FRL0306004M006250;Interdiction sanitaire;23/09/2024;25/09/2024;Suite à de fortes intempéries ayant entrainé des rejets d'eaux usées, la commune a interdit la baignade du 23 au 25/09.
